"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 17 19:36:28 GMT 2023","Wed May 17 19:36:28 GMT 2023","227","tests","test_api","TestBookstoreAPI","","","test_request_list_of_fiction_books",""
"passed","Wed May 17 19:36:32 GMT 2023","Wed May 17 19:36:32 GMT 2023","279","tests","test_api","TestBookstoreAPI","","","test_request_order_by_id",""
"passed","Wed May 17 19:36:31 GMT 2023","Wed May 17 19:36:31 GMT 2023","375","tests","test_api","TestBookstoreAPI","","","test_request_all_book_orders",""
"passed","Wed May 17 19:36:27 GMT 2023","Wed May 17 19:36:28 GMT 2023","978","tests","test_api","TestBookstoreAPI","","","test_request_status",""
"passed","Wed May 17 19:36:32 GMT 2023","Wed May 17 19:36:32 GMT 2023","278","tests","test_api","TestBookstoreAPI","","","test_unauthorized_request_order_by_id",""
"passed","Wed May 17 19:36:33 GMT 2023","Wed May 17 19:36:34 GMT 2023","379","tests","test_api","TestBookstoreAPI","","","test_unauthorized_updating_existing_order",""
"passed","Wed May 17 19:36:30 GMT 2023","Wed May 17 19:36:30 GMT 2023","644","tests","test_api","TestBookstoreAPI","","","test_submit_new_book_order",""
"failed","Wed May 17 19:36:29 GMT 2023","Wed May 17 19:36:30 GMT 2023","285","tests","test_api","TestBookstoreAPI","","","test_register_new_user",""
"passed","Wed May 17 19:36:29 GMT 2023","Wed May 17 19:36:29 GMT 2023","275","tests","test_api","TestBookstoreAPI","","","test_request_single_book",""
"passed","Wed May 17 19:36:32 GMT 2023","Wed May 17 19:36:33 GMT 2023","752","tests","test_api","TestBookstoreAPI","","","test_updating_existing_order",""
"passed","Wed May 17 19:36:31 GMT 2023","Wed May 17 19:36:32 GMT 2023","237","tests","test_api","TestBookstoreAPI","","","test_unauthorized_request_all_book_orders",""
"passed","Wed May 17 19:36:28 GMT 2023","Wed May 17 19:36:28 GMT 2023","280","tests","test_api","TestBookstoreAPI","","","test_request_list_of_all_books",""
"passed","Wed May 17 19:36:30 GMT 2023","Wed May 17 19:36:31 GMT 2023","261","tests","test_api","TestBookstoreAPI","","","test_submit_unauthorised_order",""
"passed","Wed May 17 19:36:33 GMT 2023","Wed May 17 19:36:33 GMT 2023","297","tests","test_api","TestBookstoreAPI","","","test_updating_invalid_order",""
"passed","Wed May 17 19:36:34 GMT 2023","Wed May 17 19:36:35 GMT 2023","736","tests","test_api","TestBookstoreAPI","","","test_delete_existing_header",""
"passed","Wed May 17 19:36:28 GMT 2023","Wed May 17 19:36:29 GMT 2023","371","tests","test_api","TestBookstoreAPI","","","test_request_non_existent_book_type",""
"passed","Wed May 17 19:36:29 GMT 2023","Wed May 17 19:36:29 GMT 2023","316","tests","test_api","TestBookstoreAPI","","","test_request_non_existent_book",""
"passed","Wed May 17 19:36:32 GMT 2023","Wed May 17 19:36:32 GMT 2023","270","tests","test_api","TestBookstoreAPI","","","test_request_order_by_invalid_id",""
"passed","Wed May 17 19:36:28 GMT 2023","Wed May 17 19:36:28 GMT 2023","299","tests","test_api","TestBookstoreAPI","","","test_request_list_of_non_fiction_books",""
"passed","Wed May 17 19:36:31 GMT 2023","Wed May 17 19:36:31 GMT 2023","303","tests","test_api","TestBookstoreAPI","","","test_submit_order_with_invalid_or_non_existent_id",""
