"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 18 01:49:00 GMT 2023","Thu May 18 01:49:00 GMT 2023","308","tests","test_api","TestBookstoreAPI","","","test_request_non_existent_book",""
"passed","Thu May 18 01:49:02 GMT 2023","Thu May 18 01:49:03 GMT 2023","273","tests","test_api","TestBookstoreAPI","","","test_unauthorized_request_all_book_orders",""
"passed","Thu May 18 01:49:00 GMT 2023","Thu May 18 01:49:00 GMT 2023","346","tests","test_api","TestBookstoreAPI","","","test_request_single_book",""
"passed","Thu May 18 01:49:03 GMT 2023","Thu May 18 01:49:03 GMT 2023","270","tests","test_api","TestBookstoreAPI","","","test_unauthorized_request_order_by_id",""
"passed","Thu May 18 01:48:58 GMT 2023","Thu May 18 01:48:58 GMT 2023","840","tests","test_api","TestBookstoreAPI","","","test_request_status",""
"passed","Thu May 18 01:49:05 GMT 2023","Thu May 18 01:49:06 GMT 2023","643","tests","test_api","TestBookstoreAPI","","","test_delete_existing_header",""
"passed","Thu May 18 01:49:05 GMT 2023","Thu May 18 01:49:05 GMT 2023","247","tests","test_api","TestBookstoreAPI","","","test_unauthorized_updating_existing_order",""
"passed","Thu May 18 01:49:03 GMT 2023","Thu May 18 01:49:03 GMT 2023","326","tests","test_api","TestBookstoreAPI","","","test_request_order_by_id",""
"passed","Thu May 18 01:49:04 GMT 2023","Thu May 18 01:49:05 GMT 2023","304","tests","test_api","TestBookstoreAPI","","","test_updating_invalid_order",""
"passed","Thu May 18 01:48:59 GMT 2023","Thu May 18 01:48:59 GMT 2023","301","tests","test_api","TestBookstoreAPI","","","test_request_list_of_non_fiction_books",""
"passed","Thu May 18 01:49:00 GMT 2023","Thu May 18 01:49:01 GMT 2023","461","tests","test_api","TestBookstoreAPI","","","test_register_new_user",""
"passed","Thu May 18 01:49:02 GMT 2023","Thu May 18 01:49:02 GMT 2023","275","tests","test_api","TestBookstoreAPI","","","test_request_all_book_orders",""
"passed","Thu May 18 01:49:01 GMT 2023","Thu May 18 01:49:01 GMT 2023","592","tests","test_api","TestBookstoreAPI","","","test_submit_new_book_order",""
"passed","Thu May 18 01:49:03 GMT 2023","Thu May 18 01:49:04 GMT 2023","368","tests","test_api","TestBookstoreAPI","","","test_request_order_by_invalid_id",""
"passed","Thu May 18 01:49:02 GMT 2023","Thu May 18 01:49:02 GMT 2023","275","tests","test_api","TestBookstoreAPI","","","test_submit_order_with_invalid_or_non_existent_id",""
"passed","Thu May 18 01:49:01 GMT 2023","Thu May 18 01:49:02 GMT 2023","288","tests","test_api","TestBookstoreAPI","","","test_submit_unauthorised_order",""
"passed","Thu May 18 01:48:59 GMT 2023","Thu May 18 01:49:00 GMT 2023","266","tests","test_api","TestBookstoreAPI","","","test_request_non_existent_book_type",""
"passed","Thu May 18 01:49:04 GMT 2023","Thu May 18 01:49:04 GMT 2023","904","tests","test_api","TestBookstoreAPI","","","test_updating_existing_order",""
"passed","Thu May 18 01:48:59 GMT 2023","Thu May 18 01:48:59 GMT 2023","304","tests","test_api","TestBookstoreAPI","","","test_request_list_of_fiction_books",""
"passed","Thu May 18 01:48:58 GMT 2023","Thu May 18 01:48:59 GMT 2023","413","tests","test_api","TestBookstoreAPI","","","test_request_list_of_all_books",""
