"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 17 18:34:12 GMT 2023","Wed May 17 18:34:12 GMT 2023","163","tests","test_api","TestBookstoreAPI","","","test_delete_existing_header",""
"passed","Wed May 17 18:34:06 GMT 2023","Wed May 17 18:34:07 GMT 2023","658","tests","test_api","TestBookstoreAPI","","","test_request_status",""
"passed","Wed May 17 18:34:10 GMT 2023","Wed May 17 18:34:10 GMT 2023","160","tests","test_api","TestBookstoreAPI","","","test_submit_order_with_invalid_or_non_existent_id",""
"failed","Wed May 17 18:34:11 GMT 2023","Wed May 17 18:34:11 GMT 2023","156","tests","test_api","TestBookstoreAPI","","","test_request_order_by_id",""
"passed","Wed May 17 18:34:11 GMT 2023","Wed May 17 18:34:11 GMT 2023","133","tests","test_api","TestBookstoreAPI","","","test_unauthorized_request_order_by_id",""
"passed","Wed May 17 18:34:10 GMT 2023","Wed May 17 18:34:10 GMT 2023","495","tests","test_api","TestBookstoreAPI","","","test_submit_unauthorised_order",""
"passed","Wed May 17 18:34:11 GMT 2023","Wed May 17 18:34:11 GMT 2023","328","tests","test_api","TestBookstoreAPI","","","test_request_order_by_invalid_id",""
"failed","Wed May 17 18:34:11 GMT 2023","Wed May 17 18:34:11 GMT 2023","161","tests","test_api","TestBookstoreAPI","","","test_updating_existing_order",""
"passed","Wed May 17 18:34:10 GMT 2023","Wed May 17 18:34:11 GMT 2023","145","tests","test_api","TestBookstoreAPI","","","test_unauthorized_request_all_book_orders",""
"passed","Wed May 17 18:34:09 GMT 2023","Wed May 17 18:34:09 GMT 2023","272","tests","test_api","TestBookstoreAPI","","","test_register_new_user",""
"passed","Wed May 17 18:34:12 GMT 2023","Wed May 17 18:34:12 GMT 2023","137","tests","test_api","TestBookstoreAPI","","","test_unauthorized_updating_existing_order",""
"passed","Wed May 17 18:34:11 GMT 2023","Wed May 17 18:34:12 GMT 2023","512","tests","test_api","TestBookstoreAPI","","","test_updating_invalid_order",""
"passed","Wed May 17 18:34:08 GMT 2023","Wed May 17 18:34:08 GMT 2023","296","tests","test_api","TestBookstoreAPI","","","test_request_list_of_fiction_books",""
"passed","Wed May 17 18:34:09 GMT 2023","Wed May 17 18:34:10 GMT 2023","496","tests","test_api","TestBookstoreAPI","","","test_submit_new_book_order",""
"passed","Wed May 17 18:34:08 GMT 2023","Wed May 17 18:34:09 GMT 2023","135","tests","test_api","TestBookstoreAPI","","","test_request_non_existent_book_type",""
"passed","Wed May 17 18:34:09 GMT 2023","Wed May 17 18:34:09 GMT 2023","141","tests","test_api","TestBookstoreAPI","","","test_request_single_book",""
"passed","Wed May 17 18:34:09 GMT 2023","Wed May 17 18:34:09 GMT 2023","152","tests","test_api","TestBookstoreAPI","","","test_request_non_existent_book",""
"passed","Wed May 17 18:34:10 GMT 2023","Wed May 17 18:34:10 GMT 2023","138","tests","test_api","TestBookstoreAPI","","","test_request_all_book_orders",""
"passed","Wed May 17 18:34:07 GMT 2023","Wed May 17 18:34:08 GMT 2023","710","tests","test_api","TestBookstoreAPI","","","test_request_list_of_all_books",""
"passed","Wed May 17 18:34:08 GMT 2023","Wed May 17 18:34:08 GMT 2023","405","tests","test_api","TestBookstoreAPI","","","test_request_list_of_non_fiction_books",""
